indicator,value,country_code,country,year
Population growth (annual %),8.57628328763262,QAT,Qatar,1973
Population growth (annual %),0.172364079652845,SWE,Sweden,1973
Population growth (annual %),0.954476728552297,USA,United States,1973
"Pupil-teacher ratio, preprimary",24.8181800842285,ARE,United Arab Emirates,1973
"Pupil-teacher ratio, preprimary",42.1282081604004,BGD,Bangladesh,1973
"Pupil-teacher ratio, preprimary",29.3588104248047,DNK,Denmark,1973
"Pupil-teacher ratio, preprimary",36.9813690185547,EGY,"Egypt, Arab Rep.",1973
"Pupil-teacher ratio, preprimary",47.9995803833008,IND,India,1973
"Pupil-teacher ratio, preprimary",19.1481494903564,QAT,Qatar,1973
"Pupil-teacher ratio, preprimary",8.15795993804932,SWE,Sweden,1973
"Pupil-teacher ratio, primary",19.6361904144287,ARE,United Arab Emirates,1973
"Pupil-teacher ratio, primary",50.0437088012695,BGD,Bangladesh,1973
"Pupil-teacher ratio, primary",42.5353202819824,IND,India,1973
"Pupil-teacher ratio, primary",16.8140602111816,NOR,Norway,1973
"Pupil-teacher ratio, primary",41.2875213623047,PAK,Pakistan,1973
"Pupil-teacher ratio, primary",20.2128601074219,QAT,Qatar,1973
"Pupil-teacher ratio, primary",17.1856594085693,SWE,Sweden,1973
Total greenhouse gas emissions (kt of CO2 equivalent),56875.50782,ARE,United Arab Emirates,1973
Total greenhouse gas emissions (kt of CO2 equivalent),111165.318,BGD,Bangladesh,1973
Total greenhouse gas emissions (kt of CO2 equivalent),520459.86,CAN,Canada,1973
Total greenhouse gas emissions (kt of CO2 equivalent),76625.5667,DNK,Denmark,1973
Total greenhouse gas emissions (kt of CO2 equivalent),56631.857,EGY,"Egypt, Arab Rep.",1973
Total greenhouse gas emissions (kt of CO2 equivalent),773571.615,IND,India,1973
Total greenhouse gas emissions (kt of CO2 equivalent),61119.993,NOR,Norway,1973
Total greenhouse gas emissions (kt of CO2 equivalent),91944.2539,PAK,Pakistan,1973
Total greenhouse gas emissions (kt of CO2 equivalent),20976.95822,QAT,Qatar,1973
Total greenhouse gas emissions (kt of CO2 equivalent),109999.902,SWE,Sweden,1973
Total greenhouse gas emissions (kt of CO2 equivalent),5912971.38,USA,United States,1973
Adjusted net national income per capita (annual % growth),-2.30615331706746,BGD,Bangladesh,1974
Adjusted net national income per capita (annual % growth),2.82270952386938,CAN,Canada,1974
Adjusted net national income per capita (annual % growth),-5.88466316454839,DNK,Denmark,1974
Adjusted net national income per capita (annual % growth),-10.5699889206,EGY,"Egypt, Arab Rep.",1974
Adjusted net national income per capita (annual % growth),-6.48876676335371,IND,India,1974
Adjusted net national income per capita (annual % growth),1.20991806310715,NOR,Norway,1974
Adjusted net national income per capita (annual % growth),-0.208536336184835,SWE,Sweden,1974
Adjusted net national income per capita (annual % growth),-5.2815860663766,USA,United States,1974
"Birth rate, crude (per 1,000 people)",31.6,ARE,United Arab Emirates,1974
"Birth rate, crude (per 1,000 people)",46.269,BGD,Bangladesh,1974
"Birth rate, crude (per 1,000 people)",15.4,CAN,Canada,1974
"Birth rate, crude (per 1,000 people)",14.1,DNK,Denmark,1974
"Birth rate, crude (per 1,000 people)",40.119,EGY,"Egypt, Arab Rep.",1974
"Birth rate, crude (per 1,000 people)",37.84,IND,India,1974
"Birth rate, crude (per 1,000 people)",15.0,NOR,Norway,1974
"Birth rate, crude (per 1,000 people)",42.459,PAK,Pakistan,1974
"Birth rate, crude (per 1,000 people)",34.803,QAT,Qatar,1974
"Birth rate, crude (per 1,000 people)",13.5,SWE,Sweden,1974
"Birth rate, crude (per 1,000 people)",14.8,USA,United States,1974
CO2 emissions (metric tons per capita),67.0170370798223,ARE,United Arab Emirates,1974
CO2 emissions (metric tons per capita),0.0678004888203152,BGD,Bangladesh,1974
CO2 emissions (metric tons per capita),17.0980056137397,CAN,Canada,1974
CO2 emissions (metric tons per capita),10.9167686263068,DNK,Denmark,1974
CO2 emissions (metric tons per capita),0.692786858309077,EGY,"Egypt, Arab Rep.",1974
CO2 emissions (metric tons per capita),0.381064001697759,IND,India,1974
CO2 emissions (metric tons per capita),6.94982633495749,NOR,Norway,1974
CO2 emissions (metric tons per capita),0.329999501740964,PAK,Pakistan,1974
CO2 emissions (metric tons per capita),68.2694423288483,QAT,Qatar,1974
CO2 emissions (metric tons per capita),9.79040472649665,SWE,Sweden,1974
CO2 emissions (metric tons per capita),21.5029303777343,USA,United States,1974
Expense (% of GDP),30.1699294922288,DNK,Denmark,1974
Expense (% of GDP),8.73291170638144,IND,India,1974
Expense (% of GDP),28.2705696939067,NOR,Norway,1974
Expense (% of GDP),24.4873984566652,SWE,Sweden,1974
Expense (% of GDP),17.8826242862773,USA,United States,1974
GDP growth (annual %),9.59195630041845,BGD,Bangladesh,1974
GDP growth (annual %),3.28032301176286,CAN,Canada,1974
GDP growth (annual %),-1.12241166400788,DNK,Denmark,1974
GDP growth (annual %),1.55893857106683,EGY,"Egypt, Arab Rep.",1974
GDP growth (annual %),1.18533626033918,IND,India,1974
GDP growth (annual %),3.92302668097744,NOR,Norway,1974
GDP growth (annual %),3.54019171279791,PAK,Pakistan,1974
GDP growth (annual %),3.19819562852533,SWE,Sweden,1974
GDP growth (annual %),-0.540546528852801,USA,United States,1974
GDP per capita (current US$),182.019989366781,BGD,Bangladesh,1974
GDP per capita (current US$),7033.01103435653,CAN,Canada,1974
GDP per capita (current US$),6770.73392957193,DNK,Denmark,1974
GDP per capita (current US$),244.747201960023,EGY,"Egypt, Arab Rep.",1974
GDP per capita (current US$),163.478115069771,IND,India,1974
GDP per capita (current US$),6811.52733653232,NOR,Norway,1974
GDP per capita (current US$),135.165172627689,PAK,Pakistan,1974
GDP per capita (current US$),15631.9984080357,QAT,Qatar,1974
GDP per capita (current US$),7984.77259949169,SWE,Sweden,1974
GDP per capita (current US$),7225.69135952566,USA,United States,1974
GDP per capita growth (annual %),7.8307891457096,BGD,Bangladesh,1974
GDP per capita growth (annual %),1.84852468312889,CAN,Canada,1974
GDP per capita growth (annual %),-1.5817097311469,DNK,Denmark,1974
GDP per capita growth (annual %),-0.626913315492885,EGY,"Egypt, Arab Rep.",1974
GDP per capita growth (annual %),-1.14691361962484,IND,India,1974
GDP per capita growth (annual %),3.28033631674521,NOR,Norway,1974
GDP per capita growth (annual %),0.658256486614235,PAK,Pakistan,1974
GDP per capita growth (annual %),2.89918479583748,SWE,Sweden,1974
GDP per capita growth (annual %),-1.44512926755014,USA,United States,1974
GNI per capita (constant 2010 US$),354.685403532183,BGD,Bangladesh,1974
GNI per capita (constant 2010 US$),27722.1703878986,CAN,Canada,1974
GNI per capita (constant 2010 US$),32876.0897175365,DNK,Denmark,1974
GNI per capita (constant 2010 US$),738.250049649569,EGY,"Egypt, Arab Rep.",1974
GNI per capita (constant 2010 US$),380.270488590113,IND,India,1974
GNI per capita (constant 2010 US$),29105.4423964813,SWE,Sweden,1974
GNI per capita (constant 2010 US$),25577.691740767,USA,United States,1974
"Industry (including construction), value added (% of GDP)",13.3727281578377,BGD,Bangladesh,1974
"Industry (including construction), value added (% of GDP)",25.1143109642466,DNK,Denmark,1974
"Industry (including construction), value added (% of GDP)",23.2760755532542,EGY,"Egypt, Arab Rep.",1974
"Industry (including construction), value added (% of GDP)",22.7426552267757,IND,India,1974
"Industry (including construction), value added (% of GDP)",27.4313567718897,NOR,Norway,1974
"Industry (including construction), value added (% of GDP)",20.3124821897346,PAK,Pakistan,1974
"Life expectancy at birth, total (years)",64.433,ARE,United Arab Emirates,1974
"Life expectancy at birth, total (years)",47.925,BGD,Bangladesh,1974
"Life expectancy at birth, total (years)",73.2375609756098,CAN,Canada,1974
"Life expectancy at birth, total (years)",73.8082926829268,DNK,Denmark,1974
"Life expectancy at birth, total (years)",54.027,EGY,"Egypt, Arab Rep.",1974
"Life expectancy at birth, total (years)",50.405,IND,India,1974
"Life expectancy at birth, total (years)",74.7536585365854,NOR,Norway,1974
"Life expectancy at birth, total (years)",54.815,PAK,Pakistan,1974
"Life expectancy at birth, total (years)",70.446,QAT,Qatar,1974
"Life expectancy at birth, total (years)",74.9804878048781,SWE,Sweden,1974
"Life expectancy at birth, total (years)",71.9560975609756,USA,United States,1974
"Net primary income (BoP, current US$)",-4656669227.97117,CAN,Canada,1974
"Net primary income (BoP, current US$)",-11262719.8367497,SWE,Sweden,1974
"Net primary income (BoP, current US$)",15520000000.0,USA,United States,1974
Population density (people per sq. km of land area),6.58196282737257,ARE,United Arab Emirates,1974
Population density (people per sq. km of land area),528.095820849658,BGD,Bangladesh,1974
Population density (people per sq. km of land area),2.50815900570847,CAN,Canada,1974
Population density (people per sq. km of land area),119.077106443238,DNK,Denmark,1974
Population density (people per sq. km of land area),37.8805022853986,EGY,"Egypt, Arab Rep.",1974
Population density (people per sq. km of land area),204.76410858371,IND,India,1974
Population density (people per sq. km of land area),10.9112214587723,NOR,Norway,1974
Population density (people per sq. km of land area),84.1972784350353,PAK,Pakistan,1974
Population density (people per sq. km of land area),13.2317829457364,QAT,Qatar,1974
Population density (people per sq. km of land area),19.8858385728908,SWE,Sweden,1974
Population density (people per sq. km of land area),23.3491575462716,USA,United States,1974
Population growth (annual %),16.9361117577638,ARE,United Arab Emirates,1974
Population growth (annual %),1.62007491094311,BGD,Bangladesh,1974
Population growth (annual %),1.39602166927373,CAN,Canada,1974
Population growth (annual %),0.465594010478141,DNK,Denmark,1974
Population growth (annual %),2.17579862321201,EGY,"Egypt, Arab Rep.",1974
Population growth (annual %),2.33190757453765,IND,India,1974
Population growth (annual %),0.620349415188391,NOR,Norway,1974
Population growth (annual %),2.82286826722803,PAK,Pakistan,1974
Population growth (annual %),7.73524704793411,QAT,Qatar,1974
Population growth (annual %),0.290164816134143,SWE,Sweden,1974
Population growth (annual %),0.913660196067714,USA,United States,1974
"Pupil-teacher ratio, preprimary",27.4973392486572,DNK,Denmark,1974
"Pupil-teacher ratio, preprimary",39.1664810180664,EGY,"Egypt, Arab Rep.",1974
"Pupil-teacher ratio, preprimary",14.2328796386719,QAT,Qatar,1974
"Pupil-teacher ratio, primary",17.1765594482422,ARE,United Arab Emirates,1974
"Pupil-teacher ratio, primary",51.5586204528809,BGD,Bangladesh,1974
"Pupil-teacher ratio, primary",42.5202484130859,IND,India,1974
"Pupil-teacher ratio, primary",41.6008415222168,PAK,Pakistan,1974
"Pupil-teacher ratio, primary",19.7626991271973,QAT,Qatar,1974
"Pupil-teacher ratio, primary",16.8616695404053,SWE,Sweden,1974
Total greenhouse gas emissions (kt of CO2 equivalent),57411.52655,ARE,United Arab Emirates,1974
Total greenhouse gas emissions (kt of CO2 equivalent),110459.427,BGD,Bangladesh,1974
Total greenhouse gas emissions (kt of CO2 equivalent),538398.95,CAN,Canada,1974
Total greenhouse gas emissions (kt of CO2 equivalent),71615.379,DNK,Denmark,1974
Total greenhouse gas emissions (kt of CO2 equivalent),61890.489,EGY,"Egypt, Arab Rep.",1974
Total greenhouse gas emissions (kt of CO2 equivalent),796885.36,IND,India,1974
Total greenhouse gas emissions (kt of CO2 equivalent),60168.072,NOR,Norway,1974
Total greenhouse gas emissions (kt of CO2 equivalent),95681.9849,PAK,Pakistan,1974
Total greenhouse gas emissions (kt of CO2 equivalent),18062.54224,QAT,Qatar,1974
Total greenhouse gas emissions (kt of CO2 equivalent),102657.413,SWE,Sweden,1974
Total greenhouse gas emissions (kt of CO2 equivalent),5756864.1,USA,United States,1974
Adjusted net national income per capita (annual % growth),-6.64134981946034,BGD,Bangladesh,1975
Adjusted net national income per capita (annual % growth),0.98067953289258,CAN,Canada,1975
Adjusted net national income per capita (annual % growth),0.636537984100798,DNK,Denmark,1975
Adjusted net national income per capita (annual % growth),-5.57393189744839,EGY,"Egypt, Arab Rep.",1975
Adjusted net national income per capita (annual % growth),2.46283914175274,IND,India,1975
Adjusted net national income per capita (annual % growth),0.913735473292633,NOR,Norway,1975
Adjusted net national income per capita (annual % growth),4.4790012932589,SWE,Sweden,1975
Adjusted net national income per capita (annual % growth),-1.42752033785764,USA,United States,1975
"Birth rate, crude (per 1,000 people)",30.705,ARE,United Arab Emirates,1975
"Birth rate, crude (per 1,000 people)",45.84,BGD,Bangladesh,1975
"Birth rate, crude (per 1,000 people)",15.8,CAN,Canada,1975
"Birth rate, crude (per 1,000 people)",14.2,DNK,Denmark,1975
"Birth rate, crude (per 1,000 people)",39.813,EGY,"Egypt, Arab Rep.",1975
"Birth rate, crude (per 1,000 people)",37.489,IND,India,1975
"Birth rate, crude (per 1,000 people)",14.1,NOR,Norway,1975
"Birth rate, crude (per 1,000 people)",42.377,PAK,Pakistan,1975
"Birth rate, crude (per 1,000 people)",34.923,QAT,Qatar,1975
"Birth rate, crude (per 1,000 people)",12.6,SWE,Sweden,1975
"Birth rate, crude (per 1,000 people)",14.6,USA,United States,1975
CO2 emissions (metric tons per capita),56.6668508720575,ARE,United Arab Emirates,1975
CO2 emissions (metric tons per capita),0.0695023988778857,BGD,Bangladesh,1975
CO2 emissions (metric tons per capita),17.160208915981,CAN,Canada,1975
CO2 emissions (metric tons per capita),11.0237664584528,DNK,Denmark,1975
CO2 emissions (metric tons per capita),0.806757955858006,EGY,"Egypt, Arab Rep.",1975
CO2 emissions (metric tons per capita),0.404751114485671,IND,India,1975
CO2 emissions (metric tons per capita),7.40480316860699,NOR,Norway,1975
CO2 emissions (metric tons per capita),0.347508669104663,PAK,Pakistan,1975
CO2 emissions (metric tons per capita),66.6808422590068,QAT,Qatar,1975
CO2 emissions (metric tons per capita),9.86572701138867,SWE,Sweden,1975
CO2 emissions (metric tons per capita),20.4022240696754,USA,United States,1975
Expense (% of GDP),31.0245341267726,DNK,Denmark,1975
Expense (% of GDP),50.7669694342894,EGY,"Egypt, Arab Rep.",1975
Expense (% of GDP),10.1123718723206,IND,India,1975
Expense (% of GDP),29.001041612113,NOR,Norway,1975
Expense (% of GDP),24.8466327682388,SWE,Sweden,1975
Expense (% of GDP),19.4705455028892,USA,United States,1975
GDP growth (annual %),-4.08821409181661,BGD,Bangladesh,1975
GDP growth (annual %),1.46123685485992,CAN,Canada,1975
GDP growth (annual %),-1.45654173447139,DNK,Denmark,1975
GDP growth (annual %),8.93914715752102,EGY,"Egypt, Arab Rep.",1975
GDP growth (annual %),9.14991201480669,IND,India,1975
GDP growth (annual %),4.95203452122087,NOR,Norway,1975
GDP growth (annual %),4.21141563147363,PAK,Pakistan,1975
GDP growth (annual %),2.5528626754364,SWE,Sweden,1975
GDP growth (annual %),-0.205464013975075,USA,United States,1975
GDP per capita (current US$),26847.7943802772,ARE,United Arab Emirates,1975
GDP per capita (current US$),277.570640891354,BGD,Bangladesh,1975
GDP per capita (current US$),7511.21134703936,CAN,Canada,1975
GDP per capita (current US$),7999.11153176832,DNK,Denmark,1975
GDP per capita (current US$),301.749358492003,EGY,"Egypt, Arab Rep.",1975
GDP per capita (current US$),158.03617554632,IND,India,1975
GDP per capita (current US$),8204.45151152979,NOR,Norway,1975
GDP per capita (current US$),169.717603569293,PAK,Pakistan,1975
GDP per capita (current US$),15292.0157824871,QAT,Qatar,1975
GDP per capita (current US$),9985.81534631843,SWE,Sweden,1975
GDP per capita (current US$),7801.45666356443,USA,United States,1975
GDP per capita growth (annual %),-5.90069348249939,BGD,Bangladesh,1975
GDP per capita growth (annual %),-0.00876086520587194,CAN,Canada,1975
GDP per capita growth (annual %),-1.7402027255493,DNK,Denmark,1975
GDP per capita growth (annual %),6.56250834665239,EGY,"Egypt, Arab Rep.",1975
GDP per capita growth (annual %),6.6449065544716,IND,India,1975
GDP per capita growth (annual %),4.37441128056919,NOR,Norway,1975
GDP per capita growth (annual %),1.23109965994961,PAK,Pakistan,1975
GDP per capita growth (annual %),2.14625325196161,SWE,Sweden,1975
GDP per capita growth (annual %),-1.18458928312624,USA,United States,1975
GNI per capita (constant 2010 US$),333.260681724669,BGD,Bangladesh,1975
GNI per capita (constant 2010 US$),27709.7258615688,CAN,Canada,1975
GNI per capita (constant 2010 US$),32285.6774299848,DNK,Denmark,1975
GNI per capita (constant 2010 US$),779.080924566782,EGY,"Egypt, Arab Rep.",1975
GNI per capita (constant 2010 US$),405.821335413683,IND,India,1975
GNI per capita (constant 2010 US$),29728.0744589168,SWE,Sweden,1975
GNI per capita (constant 2010 US$),25217.5503289731,USA,United States,1975
"Industry (including construction), value added (% of GDP)",73.995507005299,ARE,United Arab Emirates,1975
"Industry (including construction), value added (% of GDP)",11.6110473057592,BGD,Bangladesh,1975
"Industry (including construction), value added (% of GDP)",24.89143240431,DNK,Denmark,1975
"Industry (including construction), value added (% of GDP)",25.4079825123431,EGY,"Egypt, Arab Rep.",1975
"Industry (including construction), value added (% of GDP)",23.2557691267405,IND,India,1975
"Industry (including construction), value added (% of GDP)",28.8392716861896,NOR,Norway,1975
"Industry (including construction), value added (% of GDP)",21.8516739489782,PAK,Pakistan,1975
"Life expectancy at birth, total (years)",65.037,ARE,United Arab Emirates,1975
"Life expectancy at birth, total (years)",48.865,BGD,Bangladesh,1975
"Life expectancy at birth, total (years)",73.5217073170732,CAN,Canada,1975
"Life expectancy at birth, total (years)",74.0751219512195,DNK,Denmark,1975
"Life expectancy at birth, total (years)",54.723,EGY,"Egypt, Arab Rep.",1975
"Life expectancy at birth, total (years)",51.047,IND,India,1975
"Life expectancy at birth, total (years)",74.8175609756098,NOR,Norway,1975
"Life expectancy at birth, total (years)",55.224,PAK,Pakistan,1975
"Life expectancy at birth, total (years)",70.877,QAT,Qatar,1975
"Life expectancy at birth, total (years)",74.9846341463415,SWE,Sweden,1975
"Life expectancy at birth, total (years)",72.6048780487805,USA,United States,1975
"Net primary income (BoP, current US$)",-4865095748.06093,CAN,Canada,1975
"Net primary income (BoP, current US$)",-325562642.45081,DNK,Denmark,1975
"Net primary income (BoP, current US$)",-257640448.817558,IND,India,1975
"Net primary income (BoP, current US$)",-349643015.252829,NOR,Norway,1975
"Net primary income (BoP, current US$)",-52627483.3524046,SWE,Sweden,1975
"Net primary income (BoP, current US$)",12790000000.0,USA,United States,1975
Population density (people per sq. km of land area),7.72037454238243,ARE,United Arab Emirates,1975
Population density (people per sq. km of land area),538.267657678421,BGD,Bangladesh,1975
Population density (people per sq. km of land area),2.54503211631152,CAN,Canada,1975
Population density (people per sq. km of land area),119.42086381874,DNK,Denmark,1975
Population density (people per sq. km of land area),38.7253423074991,EGY,"Egypt, Arab Rep.",1975
Population density (people per sq. km of land area),209.573857372048,IND,India,1975
Population density (people per sq. km of land area),10.9716057524048,NOR,Norway,1975
Population density (people per sq. km of land area),86.6761065276048,PAK,Pakistan,1975
Population density (people per sq. km of land area),14.1533161068045,QAT,Qatar,1975
Population density (people per sq. km of land area),19.9649973192962,SWE,Sweden,1975
Population density (people per sq. km of land area),23.5805156917379,USA,United States,1975
Population growth (annual %),15.9529875826149,ARE,United Arab Emirates,1975
Population growth (annual %),1.90781953028005,BGD,Bangladesh,1975
Population growth (annual %),1.45942491323998,CAN,Canada,1975
Population growth (annual %),0.28826879589183,DNK,Denmark,1975
Population growth (annual %),2.20576975684745,EGY,"Egypt, Arab Rep.",1975
Population growth (annual %),2.32175916385348,IND,India,1975
Population growth (annual %),0.551888897314436,NOR,Norway,1975
Population growth (annual %),2.90156597866586,PAK,Pakistan,1975
Population growth (annual %),6.73272160618329,QAT,Qatar,1975
Population growth (annual %),0.3972757346008,SWE,Sweden,1975
Population growth (annual %),0.985986067347125,USA,United States,1975
"Pupil-teacher ratio, preprimary",18.7872295379639,ARE,United Arab Emirates,1975
"Pupil-teacher ratio, preprimary",25.5622406005859,DNK,Denmark,1975
"Pupil-teacher ratio, preprimary",53.8805503845215,IND,India,1975
"Pupil-teacher ratio, preprimary",30.8999996185303,QAT,Qatar,1975
"Pupil-teacher ratio, primary",14.7521095275879,ARE,United Arab Emirates,1975
"Pupil-teacher ratio, primary",50.6920013427734,BGD,Bangladesh,1975
"Pupil-teacher ratio, primary",41.9317283630371,IND,India,1975
"Pupil-teacher ratio, primary",40.4412498474121,PAK,Pakistan,1975
"Pupil-teacher ratio, primary",20.2609100341797,QAT,Qatar,1975
"Pupil-teacher ratio, primary",16.0344104766846,SWE,Sweden,1975
Total greenhouse gas emissions (kt of CO2 equivalent),57798.60342,ARE,United Arab Emirates,1975
Total greenhouse gas emissions (kt of CO2 equivalent),115099.304,BGD,Bangladesh,1975
Total greenhouse gas emissions (kt of CO2 equivalent),529890.87,CAN,Canada,1975
Total greenhouse gas emissions (kt of CO2 equivalent),73348.6972,DNK,Denmark,1975
Total greenhouse gas emissions (kt of CO2 equivalent),64845.898,EGY,"Egypt, Arab Rep.",1975
Total greenhouse gas emissions (kt of CO2 equivalent),827298.045,IND,India,1975
Total greenhouse gas emissions (kt of CO2 equivalent),58968.279,NOR,Norway,1975
Total greenhouse gas emissions (kt of CO2 equivalent),100792.4559,PAK,Pakistan,1975
Total greenhouse gas emissions (kt of CO2 equivalent),18272.65793,QAT,Qatar,1975
Total greenhouse gas emissions (kt of CO2 equivalent),104174.447,SWE,Sweden,1975
Total greenhouse gas emissions (kt of CO2 equivalent),5539255.42,USA,United States,1975
Adjusted net national income per capita (annual % growth),-1.36259850434729,BGD,Bangladesh,1976
Adjusted net national income per capita (annual % growth),4.32580397694824,CAN,Canada,1976
Adjusted net national income per capita (annual % growth),6.1794852045431,DNK,Denmark,1976
Adjusted net national income per capita (annual % growth),10.6625068135753,EGY,"Egypt, Arab Rep.",1976
Adjusted net national income per capita (annual % growth),4.74109733674339,IND,India,1976
Adjusted net national income per capita (annual % growth),1.77292618235845,NOR,Norway,1976
Adjusted net national income per capita (annual % growth),0.474056628459735,SWE,Sweden,1976
Adjusted net national income per capita (annual % growth),3.65125257334221,USA,United States,1976
"Birth rate, crude (per 1,000 people)",30.108,ARE,United Arab Emirates,1976
"Birth rate, crude (per 1,000 people)",45.411,BGD,Bangladesh,1976
"Birth rate, crude (per 1,000 people)",15.6,CAN,Canada,1976
"Birth rate, crude (per 1,000 people)",12.9,DNK,Denmark,1976
"Birth rate, crude (per 1,000 people)",39.583,EGY,"Egypt, Arab Rep.",1976
"Birth rate, crude (per 1,000 people)",37.154,IND,India,1976
"Birth rate, crude (per 1,000 people)",13.3,NOR,Norway,1976
"Birth rate, crude (per 1,000 people)",42.323,PAK,Pakistan,1976
"Birth rate, crude (per 1,000 people)",35.142,QAT,Qatar,1976
"Birth rate, crude (per 1,000 people)",12.0,SWE,Sweden,1976
"Birth rate, crude (per 1,000 people)",14.6,USA,United States,1976
CO2 emissions (metric tons per capita),62.156926708908,ARE,United Arab Emirates,1976
CO2 emissions (metric tons per capita),0.0777388402487281,BGD,Bangladesh,1976
CO2 emissions (metric tons per capita),17.0286240723165,CAN,Canada,1976
CO2 emissions (metric tons per capita),11.8549028939028,DNK,Denmark,1976
CO2 emissions (metric tons per capita),0.87501471866611,EGY,"Egypt, Arab Rep.",1976
CO2 emissions (metric tons per capita),0.413696985725832,IND,India,1976
CO2 emissions (metric tons per capita),7.28180779066463,NOR,Norway,1976
CO2 emissions (metric tons per capita),0.331783244307499,PAK,Pakistan,1976
CO2 emissions (metric tons per capita),59.7794394460083,QAT,Qatar,1976
CO2 emissions (metric tons per capita),10.7401632587336,SWE,Sweden,1976
CO2 emissions (metric tons per capita),21.1576153736785,USA,United States,1976
Expense (% of GDP),29.9757664374436,DNK,Denmark,1976
Expense (% of GDP),43.7460847776154,EGY,"Egypt, Arab Rep.",1976
Expense (% of GDP),10.6293659318683,IND,India,1976
Expense (% of GDP),31.2463351332609,NOR,Norway,1976
Expense (% of GDP),26.996829422544,SWE,Sweden,1976
Expense (% of GDP),19.73244539909,USA,United States,1976
GDP growth (annual %),16.5268565060148,ARE,United Arab Emirates,1976
GDP growth (annual %),5.66136120119667,BGD,Bangladesh,1976
GDP growth (annual %),5.87863011233574,CAN,Canada,1976
GDP growth (annual %),5.92457456657083,DNK,Denmark,1976
GDP growth (annual %),13.2796894433347,EGY,"Egypt, Arab Rep.",1976
GDP growth (annual %),1.66310363661259,IND,India,1976
GDP growth (annual %),5.82555102555639,NOR,Norway,1976
GDP growth (annual %),5.15618958985225,PAK,Pakistan,1976
GDP growth (annual %),1.05810486455991,SWE,Sweden,1976
GDP growth (annual %),5.38813922864261,USA,United States,1976
GDP per capita (current US$),30118.1377833851,ARE,United Arab Emirates,1976
GDP per capita (current US$),141.197168777034,BGD,Bangladesh,1976
GDP per capita (current US$),8809.26463882445,CAN,Canada,1976
GDP per capita (current US$),8787.58091677434,DNK,Denmark,1976
GDP per capita (current US$),337.774377457271,EGY,"Egypt, Arab Rep.",1976
GDP per capita (current US$),161.092095586867,IND,India,1976
GDP per capita (current US$),8927.20162734477,NOR,Norway,1976
GDP per capita (current US$),193.776648293149,PAK,Pakistan,1976
GDP per capita (current US$),18905.6091790258,QAT,Qatar,1976
GDP per capita (current US$),10727.024330668,SWE,Sweden,1976
GDP per capita (current US$),8592.25353727612,USA,United States,1976
GDP per capita growth (annual %),0.156119320394012,ARE,United Arab Emirates,1976
GDP per capita growth (annual %),3.32246653454223,BGD,Bangladesh,1976
GDP per capita growth (annual %),4.4945977089905,CAN,Canada,1976
GDP per capita growth (annual %),5.65866663056909,DNK,Denmark,1976
GDP per capita growth (annual %),10.7694681232632,EGY,"Egypt, Arab Rep.",1976
GDP per capita growth (annual %),-0.653097014249653,IND,India,1976
GDP per capita growth (annual %),5.33037658709246,NOR,Norway,1976
GDP per capita growth (annual %),2.07419167021172,PAK,Pakistan,1976
GDP per capita growth (annual %),0.69123811094633,SWE,Sweden,1976
GDP per capita growth (annual %),4.39146280930871,USA,United States,1976
GNI per capita (constant 2010 US$),344.055022979106,BGD,Bangladesh,1976
GNI per capita (constant 2010 US$),28876.7548154012,CAN,Canada,1976
GNI per capita (constant 2010 US$),34148.1878879754,DNK,Denmark,1976
GNI per capita (constant 2010 US$),856.114761880832,EGY,"Egypt, Arab Rep.",1976
GNI per capita (constant 2010 US$),403.284071006193,IND,India,1976
GNI per capita (constant 2010 US$),29937.4227786166,SWE,Sweden,1976
GNI per capita (constant 2010 US$),26357.8541634694,USA,United States,1976
"Industry (including construction), value added (% of GDP)",71.8147226501297,ARE,United Arab Emirates,1976
"Industry (including construction), value added (% of GDP)",14.4492027919251,BGD,Bangladesh,1976
"Industry (including construction), value added (% of GDP)",23.8216291040262,DNK,Denmark,1976
"Industry (including construction), value added (% of GDP)",23.7747218327715,EGY,"Egypt, Arab Rep.",1976
"Industry (including construction), value added (% of GDP)",24.5133480193766,IND,India,1976
"Industry (including construction), value added (% of GDP)",28.4653705148405,NOR,Norway,1976
"Industry (including construction), value added (% of GDP)",22.3201646408114,PAK,Pakistan,1976
"Life expectancy at birth, total (years)",65.617,ARE,United Arab Emirates,1976
"Life expectancy at birth, total (years)",49.981,BGD,Bangladesh,1976
"Life expectancy at birth, total (years)",73.8560975609756,CAN,Canada,1976
"Life expectancy at birth, total (years)",73.739756097561,DNK,Denmark,1976
"Life expectancy at birth, total (years)",55.471,EGY,"Egypt, Arab Rep.",1976
"Life expectancy at birth, total (years)",51.665,IND,India,1976
"Life expectancy at birth, total (years)",75.039512195122,NOR,Norway,1976
"Life expectancy at birth, total (years)",55.606,PAK,Pakistan,1976
"Life expectancy at birth, total (years)",71.274,QAT,Qatar,1976
"Life expectancy at birth, total (years)",74.9692682926829,SWE,Sweden,1976
"Life expectancy at birth, total (years)",72.8560975609756,USA,United States,1976
"Net primary income (BoP, current US$)",-23811738.7449154,BGD,Bangladesh,1976
"Net primary income (BoP, current US$)",-5938851342.32627,CAN,Canada,1976
"Net primary income (BoP, current US$)",-360518048.03047,DNK,Denmark,1976
"Net primary income (BoP, current US$)",-159678817.15308,IND,India,1976
"Net primary income (BoP, current US$)",-538037882.998962,NOR,Norway,1976
